6.251064945586398691e-01 6.350575690979208821e-01 5.561359332382084242e-01 6.483751086735367597e-01 4.612836670245903381e-01 5.793382442738490568e-01 5.781838804267643850e-01 5.445623325145731997e-01 5.444505612871516353e-01 5.364240011213246007e-01 4.949187851871209021e-01 5.270844417111680835e-01 5.725352242278999304e-01 4.828266605267176326e-01 6.295120088615947518e-01 4.967263808673342829e-01 4.780846435704039221e-01 5.701798524954133640e-01 5.775428002060744026e-01 6.334205114328729236e-01 5.980085109391433118e-01 4.977699982332209894e-01 4.864854427924849567e-01 6.408274353862913886e-01 6.118754268751076530e-01 4.450299341991373336e-01 4.721085589908615154e-01 4.544126259172406312e-01 5.181561980974078718e-01 4.812743609673898471e-01 5.680695794106603858e-01 5.410888047447316440e-01 5.140022968828922290e-01 6.567848153555354562e-01 4.949026461950766786e-01 5.813725186785583254e-01 5.960857169081917872e-01 5.680586042520582302e-01 3.577627497636641229e-01 4.177250157734032077e-01 5.229598754341326927e-01 3.147382063193426283e-01 5.993397557774940987e-01 5.700162769594763201e-01 3.692298793170407101e-01 6.385271074486520426e-01 4.752311641485660321e-01 5.753095617282640850e-01 5.329458579378064664e-01 4.948978951705932938e-01
5.645842868231097933e-01 2.706759559390267689e-01 4.681709581838259804e-01 5.070303167625069829e-01 4.912803601273813547e-01 6.220855784838572600e-01 5.300118870915447866e-01 5.203581898691883589e-01 2.807166088830996276e-01 3.095069367806765337e-01 2.459604700599264948e-01 4.364694018224721250e-01 5.542458848347192601e-01 2.531287251612734379e-01 6.334748806355682271e-01 5.691994386020440277e-01 5.645904766843197198e-01 3.998887408798620369e-01 4.837969055919224548e-01 5.141912305672764472e-01 6.261979855294194097e-01 5.494260172359214378e-01 5.735865945762835816e-01 4.495962857407568292e-01 4.247749162924895350e-01 5.076039120469768573e-01 5.137517633077647305e-01 5.491443009536673969e-01 4.340610463500443328e-01 4.291602866992236809e-01 5.232986453646891745e-01 7.406300636963605299e-01 5.673836663733888841e-01 2.956412775804270754e-01 6.173316246382148931e-01 5.019593423332007198e-01 5.075013270209859373e-01 5.292337997747410538e-01 5.894139612080196988e-01 5.037953350441900513e-01 6.127188840155863847e-01 4.441182415263305039e-01 5.451197560326769276e-01 6.671305699802666522e-01 6.559915601671139074e-01 3.337053994675154289e-01 4.151720093779401322e-01 3.272221372371846293e-01 3.417701116703326103e-01 4.718878846439747421e-01
2.234791341955694455e-01 5.050037664596994658e-01 4.600406342021680639e-01 5.503214448581689178e-01 6.249165939719466545e-01 6.613260058178715983e-01 4.341746675698029967e-01 3.606590230310027234e-01 5.948105259774572051e-01 6.419784819923221031e-01 4.991944352434805610e-01 4.113031604331642832e-01 5.279466638572443138e-01 3.866457702182201639e-01 5.440054482289444771e-01 2.493937758711912145e-01 5.168161616445765549e-01 5.753597364989631036e-01 5.895816641022987303e-01 4.005100737677535494e-01 3.979491063821632424e-01 4.163629210955049342e-01 5.307490140438645421e-01 5.981734879976238206e-01 5.537471490016545594e-01 3.807687522706881267e-01 5.623704824472952613e-01 4.921248545214800818e-01 5.271064581054117903e-01 4.900644811597242856e-01 2.631659817155282965e-01 6.073685677640755509e-01 5.658431780224963958e-01 2.486872015144010462e-01 3.957853145438315901e-01 3.152041668676178188e-01 5.883251812783604207e-01 5.520828214703094039e-01 6.459563692884314756e-01 6.754099697731678065e-01 3.757050045974171248e-01 2.564573446234727494e-01 3.506709785339947039e-01 5.559468909058378205e-01 5.360231458256686787e-01 3.130326512068750677e-01 4.082444815396293336e-01 4.789919327441196639e-01 3.329034771263120196e-01 7.021374095387037384e-01
5.834083598531542014e-01 5.345401270606500166e-01 5.472632456917241317e-01 5.897360352021200347e-01 4.405159625076427998e-01 3.645965456910685298e-01 5.261393501974463982e-01 5.207563881058046018e-01 5.509968422162414559e-01 4.756000160456027026e-01 5.899861899424578837e-01 5.397113121182235407e-01 6.383762082299240248e-01 6.510905709276627595e-01 5.356748668376244416e-01 5.124342323726631676e-01 5.648956346602383993e-01 6.367297519279117024e-01 3.630483448586304118e-01 6.151517207196436354e-01 5.221756550479861314e-01 5.110473973162928951e-01 4.555391655446298649e-01 5.611504546257106707e-01 5.477225047664444624e-01 4.578127035601944894e-01 5.823195264619882572e-01 5.069731203444508560e-01 6.070298068433258587e-01 4.736184511066055536e-01 5.514568172859771744e-01 3.673528546181615839e-01 4.353782219054395664e-01 5.428709465118519706e-01 4.659424393999018754e-01 4.079307115888368696e-01 5.481418850810455545e-01 5.047480096597231070e-01 4.580811530873609705e-01 5.013100724289245580e-01 4.614066729717675730e-01 4.419187445233547229e-01 6.052084877283405717e-01 5.745415803658392440e-01 5.858443937852131356e-01 6.377507576172433135e-01 6.080158755807030246e-01 4.484924371059473280e-01 5.471391055612638832e-01 5.096760045476119716e-01
2.552879257611130326e-01 4.342214116233218957e-01 3.154682059204400035e-01 4.222554336303482314e-01 4.647728946147403062e-01 4.963811483739161146e-01 5.184070304031971332e-01 1.877377970333133916e-01 4.180549017692642977e-01 3.531031332151410296e-01 3.011100692303103621e-01 3.088219230558507666e-01 4.191082282905566059e-01 5.142241301198982040e-01 6.866545899906606465e-01 4.487115505249564817e-01 3.419218698281481505e-01 1.888178503919429319e-01 3.852562784079999192e-01 2.811062648262793728e-01 4.981820516099996210e-01 2.686749637747854469e-01 3.377386310350324883e-01 5.201534023957581354e-01 4.275739111595806552e-01 2.008906628229876201e-01 4.019565485765714263e-01 2.217630208413699511e-01 4.195688156347697761e-01 4.445932783734461435e-01 6.936912324699977539e-01 5.899122888638042017e-01 3.679626225537480644e-01 5.607728335303168166e-01 4.044198870067451934e-01 4.066044435239568600e-01 3.344752756517595516e-01 7.308555976239430318e-01 3.097460341144080420e-01 6.113980604693396437e-01 6.271736798871178076e-01 7.168526195457194383e-01 4.346230437719535433e-01 4.957261108433828056e-01 5.659141597281710512e-01 5.400170619720208176e-01 2.623351087786199853e-01 4.140979975769470967e-01 4.052815226045866637e-01 4.191867065701859185e-01
4.583094928979108973e-01 5.276100227931522779e-01 6.451544180622472702e-01 6.071422702485848033e-01 4.555986101407435429e-01 5.578084628883293039e-01 4.151495798639585622e-01 6.194473804960259899e-01 6.747197863239940974e-01 5.052432844415420954e-01 5.959784004495028986e-01 3.308859625166206686e-01 5.330329990006215102e-01 5.015769175779171141e-01 5.851843982372947339e-01 4.889960231846268712e-01 3.678009585944280180e-01 5.883441487192887509e-01 5.621306405887535051e-01 5.256635356067441700e-01 4.925259582992650986e-01 4.030528969485639990e-01 5.615551015985428274e-01 4.511725159128271989e-01 6.115461084961792970e-01 5.458772450481503835e-01 5.363800490041510383e-01 4.861776131066373741e-01 5.668356415976468776e-01 5.281314483197842025e-01 6.205599530990458801e-01 5.924616825422733823e-01 3.325051275345412005e-01 6.505913519037010984e-01 4.517133386006453311e-01 5.574248826150879355e-01 6.038071575404597713e-01 4.527647901379972528e-01 5.235569508703239450e-01 6.324357755871288234e-01 5.057799968637048948e-01 5.918057164612536836e-01 6.317357245685685241e-01 6.201292011704674367e-01 6.109937474479916197e-01 6.252835032824833883e-01 5.994938016462566521e-01 5.494196617583885223e-01 5.529599388870208854e-01 4.439036532673242830e-01
5.817746449006376830e-01 4.725725621836813217e-01 6.137381699908803778e-01 6.282254833625443569e-01 4.747407067707150596e-01 6.007261336496880766e-01 5.531187320079028469e-01 4.396793582375795872e-01 4.307380875213686622e-01 4.707794119486490847e-01 5.215528778994521497e-01 4.237804526638264124e-01 5.892324705606925006e-01 6.009029465721129615e-01 5.182111190365416009e-01 5.592974822494555243e-01 5.165310124426097937e-01 6.256515776446588406e-01 4.590096893587580218e-01 5.369695630028299416e-01 5.179977245704593392e-01 5.553869844799114164e-01 5.713690616454802917e-01 4.135357980867748195e-01 5.496217703721916203e-01 5.309849606505386843e-01 5.411408956073535670e-01 5.326513045615395292e-01 5.068242927101612727e-01 4.657908952703972982e-01 5.073139801404702443e-01 6.138253660719353855e-01 4.827067183469289091e-01 5.308477978079744197e-01 5.909125466799116655e-01 6.055325590518721990e-01 5.791326903810278814e-01 2.933690809358073803e-01 4.575170277795231888e-01 5.294907536309778617e-01 3.555129158340901152e-01 5.269171397253091804e-01 5.920034170398741358e-01 4.362739867044121977e-01 5.693906396542226522e-01 3.662956339220683755e-01 5.392178420089281943e-01 4.496308282090203390e-01 5.725208050235479629e-01 5.067447224308614384e-01
5.006777756760576459e-01 5.472195591460715658e-01 3.272091082788594063e-01 5.966513033322858872e-01 5.341308687630507146e-01 2.751654954874764303e-01 4.956440417652017150e-01 6.110457989428997871e-01 6.869048933585530925e-01 5.683557114743300609e-01 5.463734614622670627e-01 4.392519263353696912e-01 5.426996872316243170e-01 4.125600665174752324e-01 5.886432824361305105e-01 6.081858089103056031e-01 4.849039512531638230e-01 5.744266985851199658e-01 5.856670812684491301e-01 5.702506547021850558e-01 5.030938520318821716e-01 4.139134168283994386e-01 4.171498247756865729e-01 3.565318178261050464e-01 4.335692383309947551e-01 3.791515973502590509e-01 6.306171020761348611e-01 5.683506944850937881e-01 6.188151388503607686e-01 6.553739939523304248e-01 3.225677527699850611e-01 4.534088594224266466e-01 4.702279581340624848e-01 5.368806229032259125e-01 3.892897953692098234e-01 6.039917315296847722e-01 5.189519408392355704e-01 3.033554294676653607e-01 6.374609351347411135e-01 4.890897810691190450e-01 5.507803624050456870e-01 3.122017704231103141e-01 5.724710196088833580e-01 6.831529016114045172e-01 3.290530839091105886e-01 4.305586567559081534e-01 5.097458054262041793e-01 4.996255259578630814e-01 2.638473299346069112e-01 5.037897508531038460e-01
2.903218505450234632e-01 5.083669158388355314e-01 2.756268774739644156e-01 6.396306357927955544e-01 6.308780132966347320e-01 8.232880179601415049e-01 4.507592512205917945e-01 1.491732609516071562e-01 1.055191940610449713e-01 5.954991161009475231e-01 5.560456511260507551e-01 2.589230980096000612e-01 7.436826522212580670e-01 2.668316222027765083e-01 1.505541480847265301e-01 5.898915316090928007e-01 4.173459806382637249e-01 2.569930877112422962e-01 1.678950422906187456e-01 1.400405592705655233e-01 1.972499313742922533e-01 5.573442038363942697e-01 3.512823313197829811e-01 5.665672438116077236e-01 1.710221868658206579e-01 4.759825963774403923e-01 3.369375512360422986e-01 7.624142033528473750e-01 6.180191865459566669e-01 5.219253556011871353e-01 1.733124239199966832e-01 3.300289451057771828e-01 2.263844577206441666e-01 1.567644517724131326e-01 2.149337635754126064e-01 6.054740985180082635e-01 6.252060891533376408e-01 1.831084618573184941e-01 4.779603089034179519e-01 4.282577269099195894e-01 2.324023889534782006e-01 1.778386375147355258e-01 2.635400342099620263e-01 3.833688879850633002e-01 5.149277850561072567e-01 1.376188546245447897e-01 4.209328240727884807e-01 4.493249297008383714e-01 1.252113922669953194e-01 4.238927222505585179e-01
4.724637265585501789e-01 5.550503392297326810e-01 7.281511788651322536e-01 5.412761466999088666e-01 5.371459359671195699e-01 6.123631073367487021e-01 5.910772495098222112e-01 3.718494692199812990e-01 5.171488259302357005e-01 5.078029733110043242e-01 5.050872620432678151e-01 4.277713003641997469e-01 5.865513169299221286e-01 5.469979222334568902e-01 6.343242785895043534e-01 5.321832844993231726e-01 5.948903860442551483e-01 5.776934599056526842e-01 5.588160327062990929e-01 5.879252130450168812e-01 4.851434397652302222e-01 6.105972709068723248e-01 6.259569180344241035e-01 5.841760092960734951e-01 6.065540329215551862e-01 3.773374990980452592e-01 5.253892726486554254e-01 4.875626521111616762e-01 6.111502750198030132e-01 3.346822700818609109e-01 5.410347349742619105e-01 6.507106199712715533e-01 5.609030968894480607e-01 6.251056589215354675e-01 4.774768671000410025e-01 4.803496147839510511e-01 5.479426524647759145e-01 4.369338147592718435e-01 4.580161739269037469e-01 5.139472423156383751e-01 3.958707471306445735e-01 4.431560882017839820e-01 6.271614343680106396e-01 4.303234561843601869e-01 5.195256286006670887e-01 5.890067341153765179e-01 5.549805193433623440e-01 4.892160112126706650e-01 5.769548483045870979e-01 5.939332238056260760e-01
